,Fight,OUTCOME
9721,Joanna Jedrzejczyk  vs. Zhang Weili ,L/W
9722,Drakkar Klose  vs. Beneil Dariush ,L/W
9723,Li Jingliang  vs. Neil Magny ,L/W
9724,Max Griffin  vs. Alex Oliveira ,L/W
9725,Jose Quinonez  vs. Sean O'Malley ,L/W
9726,Austin Hubbard  vs. Mark Madsen ,L/W
9727,Saparbeg Safarov  vs. Rodolfo Vieira ,L/W
9728,Deron Winn  vs. Gerald Meerschaert ,L/W
9729,Jamall Emmers  vs. Giga Chikadze ,L/W
9730,Guido Cannetti  vs. Danaa Batgerel ,L/W
9731,Deiveson Figueiredo  vs. Joseph Benavidez ,W/L
9732,Zarah Fairn  vs. Felicia Spencer ,L/W
9733,Magomed Ankalaev  vs. Ion Cutelaba ,W/L
9734,Norma Dumont  vs. Megan Anderson ,L/W
9735,Darrick Minner  vs. Grant Dawson ,L/W
9736,Kyler Phillips  vs. Gabriel Silva ,W/L
9737,Tom Breese  vs. Brendan Allen ,L/W
9738,Serghei Spivac  vs. Marcin Tybura ,L/W
9739,Steve Garcia  vs. Luis Pena ,L/W
9740,TJ Brown  vs. Jordan Griffin ,L/W
9741,Spike Carlyle  vs. Aalon Cruz ,W/L
9742,Ismail Naurdiev  vs. Sean Brady ,L/W
9743,Dan Hooker  vs. Paul Felder ,W/L
9744,Michal Oleksiejczuk  vs. Jimmy Crute ,L/W
9745,Yan Xiaonan  vs. Karolina Kowalkiewicz ,W/L
9746,Marcos Rogerio de Lima  vs. Ben Sosoli ,W/L
9747,Magomed Mustafaev  vs. Brad Riddell ,L/W
9748,Zubaira Tukhugov  vs. Kevin Aguilar ,W/L
9749,Josh Culibao  vs. Jalin Turner ,L/W
9750,Emil Meek  vs. Jake Matthews ,L/W
9751,Song Kenan  vs. Callan Potter ,W/L
9752,Tyson Nam  vs. Kai Kara-France ,L/W
9753,Angela Hill  vs. Loma Lookboonmee ,W/L
9754,Shana Dobson  vs. Priscila Cachoeira ,L/W
9755,Jan Blachowicz  vs. Corey Anderson ,W/L
9756,Michel Pereira  vs. Diego Sanchez ,L/W
9757,Mara Romero Borella  vs. Montana De La Rosa ,L/W
9758,Kazula Vargas  vs. Brok Weaver ,L/W
9759,Ray Borg  vs. Rogerio Bontorin ,W/L
9760,Yancy Medeiros  vs. Lando Vannata ,L/W
9761,Daniel Rodriguez  vs. Tim Means ,W/L
9762,Nathaniel Wood  vs. John Dodson ,L/W
9763,Scott Holtzman  vs. Jim Miller ,W/L
9764,Dequan Townsend  vs. Devin Clark ,L/W
9765,Merab Dvalishvili  vs. Casey Kenney ,W/L
9766,Shanna Young  vs. Macy Chiasson ,L/W
9767,Raulian Paiva  vs. Mark De La Rosa ,W/L
9768,Dominick Reyes  vs. Jon Jones ,L/W
9769,Katlyn Chookagian  vs. Valentina Shevchenko ,L/W
9770,Justin Tafa  vs. Juan Adams ,W/L
9771,Dan Ige  vs. Mirsad Bektic ,W/L
9772,Ilir Latifi  vs. Derrick Lewis ,L/W
9773,James Krause  vs. Trevin Giles ,L/W
9774,Andrea Lee  vs. Lauren Murphy ,L/W
9775,Khaos Williams  vs. Alex Morono ,W/L
9776,Mario Bautista  vs. Miles Johns ,W/L
9777,Journey Newson  vs. Domingo Pilarte ,NC/NC
9778,Jonathan Martinez  vs. Andre Ewell ,L/W
9779,Youssef Zalal  vs. Austin Lingo ,W/L
9780,Junior Dos Santos  vs. Curtis Blaydes ,L/W
9781,Michael Chiesa  vs. Rafael Dos Anjos ,W/L
9782,Alex Perez  vs. Jordan Espinosa ,W/L
9783,Angela Hill  vs. Hannah Cifers ,W/L
9784,Darko Stosic  vs. Jamahal Hill ,L/W
9785,Dequan Townsend  vs. Bevon Lewis ,L/W
9786,Nik Lentz  vs. Arnold Allen ,L/W
9787,Lucie Pudilova  vs. Justine Kish ,L/W
9788,Felipe Colares  vs. Montel Jackson ,L/W
9789,Lina Lansberg  vs. Sara McMann ,L/W
9790,Tony Gravely  vs. Brett Johns ,L/W
9791,Nate Landwehr  vs. Herbert Burns ,L/W
9792,Donald Cerrone  vs. Conor McGregor ,L/W
9793,Raquel Pennington  vs. Holly Holm ,L/W
9794,Maurice Greene  vs. Aleksei Oleinik ,L/W
9795,Ode Osbourne  vs. Brian Kelleher ,L/W
9796,Diego Ferreira  vs. Anthony Pettis ,W/L
9797,Maycee Barber  vs. Roxanne Modafferi ,L/W
9798,Sodiq Yusuff  vs. Andre Fili ,W/L
9799,Askar Askarov  vs. Tim Elliott ,W/L
9800,Nasrat Haqparast  vs. Drew Dober ,L/W
9801,Justin Ledet  vs. Aleksa Camur ,L/W
9802,JJ Aldrich  vs. Sabina Mazo ,L/W
9803,Chan Sung Jung  vs. Frankie Edgar ,W/L
9804,Aleksandar Rakic  vs. Volkan Oezdemir ,L/W
9805,Charles Jourdain  vs. Dooho Choi ,W/L
9806,Mike Rodriguez  vs. Da-Un Jung ,L/W
9807,Marc-Andre Barriault  vs. Junyong Park ,L/W
9808,Pingyuan Liu  vs. Kyung Ho Kang ,L/W
9809,Tanner Boser  vs. Ciryl Gane ,L/W
9810,Suman Mokhtarian  vs. SeungWoo Choi ,L/W
9811,Omar Morales  vs. Dong Hyun Ma ,W/L
9812,Matt Schnell  vs. Alexandre Pantoja ,L/W
9813,Said Nurmagomedov  vs. Raoni Barcelos ,L/W
9814,Amanda Lemos  vs. Miranda Granger ,W/L
9815,Ryan Benoit  vs.  Alatengheili ,L/W
9816,Colby Covington  vs. Kamaru Usman ,L/W
9817,Alexander Volkanovski  vs. Max Holloway ,W/L
9818,Germaine de Randamie  vs. Amanda Nunes ,L/W
9819,Jose Aldo  vs. Marlon Moraes ,L/W
9820,Urijah Faber  vs. Petr Yan ,L/W
9821,Mike Perry  vs. Geoff Neal ,L/W
9822,Irene Aldana  vs. Ketlen Vieira ,W/L
9823,Omari Akhmedov  vs. Ian Heinisch ,W/L
9824,Ben Saunders  vs. Matt Brown ,L/W
9825,Daniel Teymur  vs. Chase Hooper ,L/W
9826,Kai Kara-France  vs. Brandon Moreno ,L/W
9827,Viviane Araujo  vs. Jessica Eye ,L/W
9828,Oskar Piechota  vs. Punahele Soriano ,L/W
9829,Jairzinho Rozenstruik  vs. Alistair Overeem ,W/L
9830,Cynthia Calvillo  vs. Marina Rodriguez ,D/D
9831,Ben Rothwell  vs. Stefan Struve ,W/L
9832,Yana Kunitskaya  vs. Aspen Ladd ,L/W
9833,Song Yadong  vs. Cody Stamann ,D/D
9834,Ricky Simon  vs. Rob Font ,L/W
9835,Tim Means  vs. Thiago Alves ,W/L
9836,Jacob Kilburn  vs. Billy Quarantillo ,L/W
9837,Matt Sayles  vs. Bryce Mitchell ,L/W
9838,Matt Wiman  vs. Joe Solecki ,L/W
9839,Mallory Martin  vs. Virna Jandiroba ,L/W
9840,Trevor Smith  vs. Makhmud Muradov ,L/W
9841,Jacare Souza  vs. Jan Blachowicz ,L/W
9842,Paul Craig  vs. Mauricio Rua ,D/D
9843,Jared Gordon  vs. Charles Oliveira ,L/W
9844,Andre Muniz  vs. Antonio Arroyo ,W/L
9845,Wellington Turman  vs. Markus Perez ,W/L
9846,James Krause  vs. Sergio Moraes ,W/L
9847,Eduardo Garagorri  vs. Ricardo Ramos ,L/W
9848,Bobby Green  vs. Francisco Trinaldo ,L/W
9849,Randy Brown  vs. Warlley Alves ,W/L
9850,Renan Barao  vs. Douglas Silva de Andrade ,L/W
9851,Isabela de Padua  vs. Ariane Lipski ,L/W
9852,Tracy Cortez  vs. Vanessa Melo ,W/L
9853,Calvin Kattar  vs. Zabit Magomedsharipov ,L/W
9854,Greg Hardy  vs. Alexander Volkov ,L/W
9855,Danny Roberts  vs. Zelim Imadaev ,W/L
9856,Ed Herman  vs. Khadis Ibragimov ,W/L
9857,Anthony Rocco Martin  vs. Ramazan Emeev ,W/L
9858,Klidson Abreu  vs. Shamil Gamzatov ,L/W
9859,Dalcha Lungiambula  vs. Magomed Ankalaev ,L/W
9860,Sergey Khandozhko  vs. Rustam Khabilov ,L/W
9861,Karl Roberson  vs. Roman Kopylov ,W/L
9862,David Zawada  vs. Abubakar Nurmagomedov ,W/L
9863,Roosevelt Roberts  vs. Alexander Yakovlev ,W/L
9864,Pannie Kianzad  vs. Jessica-Rose Clark ,W/L
9865,Davey Grant  vs. Grigory Popov ,W/L
9866,Nate Diaz  vs. Jorge Masvidal ,L/W
9867,Darren Till  vs. Kelvin Gastelum ,W/L
9868,Vicente Luque  vs. Stephen Thompson ,L/W
9869,Blagoy Ivanov  vs. Derrick Lewis ,L/W
9870,Gregor Gillespie  vs. Kevin Lee ,L/W
9871,Johnny Walker  vs. Corey Anderson ,L/W
9872,Makwan Amirkhani  vs. Shane Burgos ,L/W
9873,Edmen Shahbazyan  vs. Brad Tavares ,W/L
9874,Jairzinho Rozenstruik  vs. Andrei Arlovski ,W/L
9875,Jennifer Maia  vs. Katlyn Chookagian ,L/W
9876,Chance Rencountre  vs. Lyman Good ,L/W
9877,Hakeem Dawodu  vs. Julio Arce ,W/L
9878,Ben Askren  vs. Demian Maia ,L/W
9879,Stevie Ray  vs. Michael Johnson ,W/L
9880,Beneil Dariush  vs. Frank Camacho ,W/L
9881,Don'Tale Mayes  vs. Ciryl Gane ,L/W
9882,Laureano Staropoli  vs. Muslim Salikhov ,L/W
9883,Ashley Yoder  vs. Randa Markos ,L/W
9884,Rafael Fiziev  vs. Alex White ,W/L
9885,Movsar Evloev  vs. Enrique Barzola ,W/L
9886,Sergei Pavlovich  vs. Maurice Greene ,W/L
9887,Aleksandra Albu  vs. Loma Lookboonmee ,L/W
9888,Jeff Hughes  vs. Raphael Pessoa ,L/W
9889,Chris Weidman  vs. Dominick Reyes ,L/W
9890,Jeremy Stephens  vs. Yair Rodriguez ,L/W
9891,Ben Sosoli  vs. Greg Hardy ,NC/NC
9892,Jonathan Pearce  vs. Joe Lauzon ,L/W
9893,Gillian Robertson  vs. Maycee Barber ,L/W
9894,Darren Stewart  vs. Deron Winn ,W/L
9895,Manny Bermudez  vs. Charles Rosa ,L/W
9896,Diana Belbita  vs. Molly McCann ,L/W
9897,Sean Woodson  vs. Kyle Bochniak ,W/L
9898,Boston Salmon  vs. Randy Costa ,L/W
9899,Sean Brady  vs. Court McGee ,W/L
9900,Kevin Holland  vs. Brendan Allen ,L/W
9901,Tanner Boser  vs. Daniel Spitz ,W/L
9902,Michelle Waterson  vs. Joanna Jedrzejczyk ,L/W
9903,Kron Gracie  vs. Cub Swanson ,L/W
9904,James Vick  vs. Niko Price ,L/W
9905,Amanda Ribas  vs. Mackenzie Dern ,W/L
9906,Luis Pena  vs. Matt Frevola ,L/W
9907,Gerald Meerschaert  vs. Eryk Anders ,L/W
9908,Devin Clark  vs. Ryan Spann ,L/W
9909,Thomas Gifford  vs. Mike Davis ,L/W
9910,Alex Morono  vs. Max Griffin ,W/L
9911,Tim Elliott  vs. Deiveson Figueiredo ,L/W
9912,Andre Ewell  vs. Marlon Vera ,L/W
9913,Hector Aldana  vs. Miguel Baeza ,L/W
9914,Andrew Sanchez  vs. Marvin Vettori ,L/W
9915,Lauren Mueller  vs. JJ Aldrich ,L/W
9916,Israel Adesanya  vs. Robert Whittaker ,W/L
9917,Dan Hooker  vs. Al Iaquinta ,W/L
9918,Serghei Spivac  vs. Tai Tuivasa ,W/L
9919,Dhiego Lima  vs. Luke Jumeau ,W/L
9920,Yorgan De Castro  vs. Justin Tafa ,W/L
9921,Rostem Akman  vs. Jake Matthews ,L/W
9922,Maki Pitolo  vs. Callan Potter ,L/W
9923,Jamie Mullarkey  vs. Brad Riddell ,L/W
9924,Zarah Fairn  vs. Megan Anderson ,L/W
9925,Ji Yeon Kim  vs. Nadia Kassem ,W/L
9926,Bruno Silva  vs. Khalid Taha ,NC/NC
9927,Jared Cannonier  vs. Jack Hermansson ,W/L
9928,Danilo Belluardo  vs. Mark Madsen ,L/W
9929,Gilbert Burns  vs. Gunnar Nelson ,W/L
9930,Khalil Rountree Jr.  vs. Ion Cutelaba ,L/W
9931,Ovince Saint Preux  vs. Michal Oleksiejczuk ,W/L
9932,Alex Oliveira  vs. Nicolas Dalby ,L/W
9933,John Phillips  vs. Alen Amedovski ,W/L
9934,Makhmud Muradov  vs. Alessio Di Chirico ,W/L
9935,Ismail Naurdiev  vs. Siyar Bahadurzada ,W/L
9936,Giga Chikadze  vs. Brandon Davis ,W/L
9937,Lina Lansberg  vs. Macy Chiasson ,W/L
9938,Lando Vannata  vs. Marc Diakiese ,L/W
9939,Nohelin Hernandez  vs. Jack Shore ,L/W
9940,Jeremy Stephens  vs. Yair Rodriguez ,NC/NC
9941,Alexa Grasso  vs. Carla Esparza ,L/W
9942,Askar Askarov  vs. Brandon Moreno ,D/D
9943,Vanessa Melo  vs. Irene Aldana ,L/W
9944,Steven Peterson  vs. Martin Bravo ,W/L
9945,Carlos Huachin  vs. Jose Quinonez ,L/W
9946,Kyle Nelson  vs. Marco Polo Reyes ,W/L
9947,Angela Hill  vs. Ariane Carnelossi ,W/L
9948,Tyson Nam  vs. Sergio Pettis ,L/W
9949,Paul Craig  vs. Vinicius Moreira ,W/L
9950,Bethe Correia  vs. Sijara Eubanks ,W/L
9951,Marcos Mariano  vs. Claudio Puelles ,L/W
9952,Justin Gaethje  vs. Donald Cerrone ,W/L
9953,Nikita Krylov  vs. Glover Teixeira ,L/W
9954,Jeff Hughes  vs. Todd Duffee ,NC/NC
9955,Tristan Connelly  vs. Michel Pereira ,W/L
9956,Antonio Carlos Junior  vs. Uriah Hall ,L/W
9957,Jimmy Crute  vs. Misha Cirkunov ,L/W
9958,Augusto Sakai  vs. Marcin Tybura ,W/L
9959,Miles Johns  vs. Cole Smith ,W/L
9960,Hunter Azure  vs. Brad Katona ,W/L
9961,Jordan Griffin  vs. Chas Skelly ,L/W
9962,Ryan MacDonald  vs. Louis Smolka ,L/W
9963,Austin Hubbard  vs. Kyle Prepolec ,W/L
9964,Dustin Poirier  vs. Khabib Nurmagomedov ,L/W
9965,Paul Felder  vs. Edson Barboza ,W/L
9966,Davi Ramos  vs. Islam Makhachev ,L/W
9967,Shamil Abdurakhimov  vs. Curtis Blaydes ,L/W
9968,Diego Ferreira  vs. Mairbek Taisumov ,W/L
9969,Andrea Lee  vs. Joanne Wood ,L/W
9970,Lerone Murphy  vs. Zubaira Tukhugov ,D/D
9971,Sarah Moras  vs. Liana Jojua ,W/L
9972,Teemu Packalen  vs. Ottman Azaitar ,L/W
9973,Takashi Sato  vs. Belal Muhammad ,L/W
9974,Muslim Salikhov  vs. Nordine Taleb ,W/L
9975,Zak Cummings  vs. Omari Akhmedov ,L/W
9976,Fares Ziam  vs. Don Madge ,L/W
9977,Zhang Weili  vs. Jessica Andrade ,W/L
9978,Elizeu Zaleski dos Santos  vs. Li Jingliang ,L/W
9979,Mark De La Rosa  vs. Kai Kara-France ,L/W
9980,Derrick Krantz  vs. Song Kenan ,L/W
9981,Inoue Mizuki  vs. Wu Yanan ,W/L
9982,Anthony Hernandez  vs. Junyong Park ,W/L
9983,Andre Soukhamthath  vs.  Sumudaerji ,L/W
9984,Khadis Ibragimov  vs. Da-Un Jung ,L/W
9985,Thiago Moises  vs. Damir Ismagulov ,L/W
9986,Danaa Batgerel  vs.  Alatengheili ,L/W
9987,Lara Procopio  vs. Karol Rosa ,L/W
9988,Stipe Miocic  vs. Daniel Cormier ,W/L
9989,Nate Diaz  vs. Anthony Pettis ,W/L
9990,Paulo Costa  vs. Yoel Romero ,W/L
9991,Sodiq Yusuff  vs. Gabriel Benitez ,W/L
9992,Ian Heinisch  vs. Derek Brunson ,L/W
9993,Khama Worthy  vs. Devonte Smith ,W/L
9994,Cory Sandhagen  vs. Raphael Assuncao ,W/L
9995,Drakkar Klose  vs. Christos Giagos ,W/L
9996,Casey Kenney  vs. Manny Bermudez ,W/L
9997,Jodie Esquibel  vs. Hannah Cifers ,L/W
9998,Brandon Davis  vs. Kyung Ho Kang ,L/W
9999,Shana Dobson  vs. Sabina Mazo ,L/W
10000,Liz Carmouche  vs. Valentina Shevchenko ,L/W
10001,Mike Perry  vs. Vicente Luque ,L/W
10002,Humberto Bandenay  vs. Eduardo Garagorri ,L/W
10003,Ilir Latifi  vs. Volkan Oezdemir ,L/W
10004,Oskar Piechota  vs. Rodolfo Vieira ,L/W
10005,Bobby Moffett  vs. Enrique Barzola ,L/W
10006,Aleksei Kunchenko  vs. Gilbert Burns ,L/W
10007,Raphael Pessoa  vs. Ciryl Gane ,L/W
10008,Marina Rodriguez  vs. Tecia Torres ,W/L
10009,Raulian Paiva  vs. Rogerio Bontorin ,L/W
10010,Chris Gutierrez  vs. Geraldo de Freitas ,W/L
10011,Alex Da Silva  vs. Kazula Vargas ,W/L
10012,Polyana Viana  vs. Veronica Macedo ,L/W
10013,Robbie Lawler  vs. Colby Covington ,L/W
10014,Clay Guida  vs. Jim Miller ,L/W
10015,Nasrat Haqparast  vs. Joaquim Silva ,W/L
10016,Gerald Meerschaert  vs. Trevin Giles ,W/L
10017,Dong Hyun Ma  vs. Scott Holtzman ,L/W
10018,Kennedy Nzechukwu  vs. Darko Stosic ,W/L
10019,Salim Touahri  vs. Mickey Gall ,L/W
10020,Lucie Pudilova  vs. Antonina Shevchenko ,L/W
10021,Matt Schnell  vs. Jordan Espinosa ,W/L
10022,Mara Romero Borella  vs. Lauren Murphy ,L/W
10023,Cole Williams  vs. Claudio Silva ,L/W
10024,Hannah Goldy  vs. Miranda Granger ,L/W
10025,Frankie Edgar  vs. Max Holloway ,L/W
10026,Felicia Spencer  vs. Cristiane Justino ,L/W
10027,Niko Price  vs. Geoff Neal ,L/W
10028,Arman Tsarukyan  vs. Olivier Aubin-Mercier ,W/L
10029,Krzysztof Jotko  vs. Marc-Andre Barriault ,W/L
10030,Viviane Araujo  vs. Alexis Davis ,W/L
10031,Yoshinori Horie  vs. Hakeem Dawodu ,L/W
10032,SeungWoo Choi  vs. Gavin Tucker ,L/W
10033,Deiveson Figueiredo  vs. Alexandre Pantoja ,W/L
10034,Sarah Frota  vs. Gillian Robertson ,L/W
10035,Kyle Stewart  vs. Erik Koch ,L/W
10036,Leon Edwards  vs. Rafael Dos Anjos ,W/L
10037,Walt Harris  vs. Aleksei Oleinik ,W/L
10038,Juan Adams  vs. Greg Hardy ,L/W
10039,Dan Hooker  vs. James Vick ,W/L
10040,Francisco Trinaldo  vs. Alexander Hernandez ,L/W
10041,Ben Rothwell  vs. Andrei Arlovski ,L/W
10042,Steven Peterson  vs. Alex Caceres ,L/W
10043,Irene Aldana  vs. Raquel Pennington ,L/W
10044,Klidson Abreu  vs. Sam Alvey ,W/L
10045,Jennifer Maia  vs. Roxanne Modafferi ,W/L
10046,Gabriel Silva  vs. Ray Borg ,L/W
10047,Jin Soo Son  vs. Mario Bautista ,L/W
10048,Felipe Colares  vs. Domingo Pilarte ,W/L
10049,Aspen Ladd  vs. Germaine de Randamie ,L/W
10050,Ricky Simon  vs. Urijah Faber ,L/W
10051,Mirsad Bektic  vs. Josh Emmett ,L/W
10052,Wellington Turman  vs. Karl Roberson ,L/W
10053,Cezar Ferreira  vs. Marvin Vettori ,L/W
10054,John Allan  vs. Mike Rodriguez ,NC/NC
10055,Sheymon Moraes  vs. Andre Fili ,L/W
10056,Nicco Montano  vs. Julianna Pena ,L/W
10057,Ryan Hall  vs. Darren Elkins ,W/L
10058,Jonathan Martinez  vs. Pingyuan Liu ,W/L
10059,Brianna Van Buren  vs. Livinha Souza ,W/L
10060,Vince Morales  vs. Benito Lopez ,L/W
10061,Thiago Santos  vs. Jon Jones ,L/W
10062,Holly Holm  vs. Amanda Nunes ,L/W
10063,Ben Askren  vs. Jorge Masvidal ,L/W
10064,Luke Rockhold  vs. Jan Blachowicz ,L/W
10065,Michael Chiesa  vs. Diego Sanchez ,W/L
10066,Arnold Allen  vs. Gilbert Melendez ,W/L
10067,Nohelin Hernandez  vs. Marlon Vera ,L/W
10068,Randa Markos  vs. Claudia Gadelha ,L/W
10069,Song Yadong  vs. Alejandro Perez ,W/L
10070,Jack Marshman  vs. Edmen Shahbazyan ,L/W
10071,Chance Rencountre  vs. Ismail Naurdiev ,W/L
10072,Pannie Kianzad  vs. Julia Avila ,L/W
10073,Junior Dos Santos  vs. Francis Ngannou ,L/W
10074,Joseph Benavidez  vs. Jussier Formiga ,W/L
10075,Anthony Rocco Martin  vs. Demian Maia ,L/W
10076,Vinc Pichel  vs. Roosevelt Roberts ,W/L
10077,Marco Polo Reyes  vs. Drew Dober ,L/W
10078,Paul Craig  vs. Alonzo Menifield ,L/W
10079,Journey Newson  vs. Ricardo Ramos ,L/W
10080,Vinicius Moreira  vs. Eryk Anders ,L/W
10081,Dan Moret  vs. Jared Gordon ,L/W
10082,Dequan Townsend  vs. Dalcha Lungiambula ,L/W
10083,Amanda Ribas  vs. Emily Whitmire ,W/L
10084,Junior Albini  vs. Maurice Greene ,L/W
10085,Chan Sung Jung  vs. Renato Moicano ,W/L
10086,Randy Brown  vs. Bryan Barberena ,W/L
10087,Anderson Dos Santos  vs. Andre Ewell ,L/W
10088,Montana De La Rosa  vs. Andrea Lee ,L/W
10089,Alessio Di Chirico  vs. Kevin Holland ,L/W
10090,Kevin Aguilar  vs. Dan Ige ,L/W
10091,Syuri Kondo  vs. Ashley Yoder ,L/W
10092,Luis Pena  vs. Matt Wiman ,W/L
10093,Jairzinho Rozenstruik  vs. Allen Crowder ,W/L
10094,Molly McCann  vs. Ariane Lipski ,W/L
10095,Eric Spicely  vs. Deron Winn ,L/W
10096,Marlon Moraes  vs. Henry Cejudo ,L/W
10097,Jessica Eye  vs. Valentina Shevchenko ,L/W
10098,Donald Cerrone  vs. Tony Ferguson ,L/W
10099,Petr Yan  vs. Jimmie Rivera ,W/L
10100,Blagoy Ivanov  vs. Tai Tuivasa ,W/L
10101,Nina Nunes  vs. Tatiana Suarez ,L/W
10102,Pedro Munhoz  vs. Aljamain Sterling ,L/W
10103,Alexa Grasso  vs. Karolina Kowalkiewicz ,W/L
10104,Calvin Kattar  vs. Ricardo Lamas ,W/L
10105,Angela Hill  vs. Yan Xiaonan ,L/W
10106,Darren Stewart  vs. Bevon Lewis ,W/L
10107,Grigory Popov  vs. Eddie Wineland ,L/W
10108,Joanne Wood  vs. Katlyn Chookagian ,L/W
10109,Anthony Smith  vs. Alexander Gustafsson ,W/L
10110,Aleksandar Rakic  vs. Jimi Manuwa ,W/L
10111,Chris Fishgold  vs. Makwan Amirkhani ,L/W
10112,Christos Giagos  vs. Damir Hadzovic ,W/L
10113,Sung Bin Jo  vs. Daniel Teymur ,L/W
10114,Sergey Khandozhko  vs. Rostem Akman ,W/L
10115,Lina Lansberg  vs. Tonya Evinger ,W/L
10116,Leonardo Santos  vs. Stevie Ray ,W/L
10117,Frank Camacho  vs. Nick Hein ,W/L
10118,Duda Santana  vs. Bea Malecki ,L/W
10119,Devin Clark  vs. Darko Stosic ,W/L
10120,Danilo Belluardo  vs. Joel Alvarez ,L/W
10121,Kevin Lee  vs. Rafael Dos Anjos ,L/W
10122,Ian Heinisch  vs. Antonio Carlos Junior ,W/L
10123,Felicia Spencer  vs. Megan Anderson ,W/L
10124,Derrick Krantz  vs. Vicente Luque ,L/W
10125,Nik Lentz  vs. Charles Oliveira ,L/W
10126,Austin Hubbard  vs. Davi Ramos ,L/W
10127,Sijara Eubanks  vs. Aspen Ladd ,L/W
10128,Charles Jourdain  vs. Desmond Green ,L/W
10129,Michel Pereira  vs. Danny Roberts ,W/L
10130,Grant Dawson  vs. Michael Trizano ,W/L
10131,Ed Herman  vs. Patrick Cummins ,W/L
10132,Trevin Giles  vs. Zak Cummings ,L/W
10133,Julian Erosa  vs. Julio Arce ,L/W
10134,Jessica Andrade  vs. Rose Namajunas ,W/L
10135,Anderson Silva  vs. Jared Cannonier ,L/W
10136,Alexander Volkanovski  vs. Jose Aldo ,W/L
10137,Laureano Staropoli  vs. Thiago Alves ,W/L
10138,Bethe Correia  vs. Irene Aldana ,L/W
10139,Ryan Spann  vs. Rogerio Nogueira ,W/L
10140,Kurt Holobaugh  vs. Thiago Moises ,L/W
10141,Sergio Moraes  vs. Warlley Alves ,L/W
10142,Clay Guida  vs. BJ Penn ,W/L
10143,Priscila Cachoeira  vs. Luana Carolina ,L/W
10144,Carlos Huachin  vs. Raoni Barcelos ,L/W
10145,Viviane Araujo  vs. Talita Bernardo ,W/L
10146,Donald Cerrone  vs. Al Iaquinta ,W/L
10147,Elias Theodorou  vs. Derek Brunson ,L/W
10148,Shane Burgos  vs. Cub Swanson ,W/L
10149,Merab Dvalishvili  vs. Brad Katona ,W/L
10150,Serghei Spivac  vs. Walt Harris ,L/W
10151,Andrew Sanchez  vs. Marc-Andre Barriault ,W/L
10152,Sarah Moras  vs. Macy Chiasson ,L/W
10153,Vince Morales  vs. Aiemann Zahabi ,W/L
10154,Kyle Prepolec  vs. Nordine Taleb ,L/W
10155,Matt Sayles  vs. Kyle Nelson ,W/L
10156,Juan Adams  vs. Arjan Bhullar ,L/W
10157,Cole Smith  vs. Mitch Gagnon ,W/L
10158,Jack Hermansson  vs. Jacare Souza ,W/L
10159,Dmitrii Smoliakov  vs. Greg Hardy ,L/W
10160,Mike Perry  vs. Alex Oliveira ,W/L
10161,Ion Cutelaba  vs. Glover Teixeira ,L/W
10162,Cory Sandhagen  vs. John Lineker ,W/L
10163,Thomas Gifford  vs. Roosevelt Roberts ,L/W
10164,Takashi Sato  vs. Ben Saunders ,W/L
10165,Augusto Sakai  vs. Andrei Arlovski ,W/L
10166,Virna Jandiroba  vs. Carla Esparza ,L/W
10167,Mike Davis  vs. Gilbert Burns ,L/W
10168,Jason Gonzalez  vs. Jim Miller ,L/W
10169,Jodie Esquibel  vs. Angela Hill ,L/W
10170,Dhiego Lima  vs. Court McGee ,W/L
10171,Aleksei Oleinik  vs. Alistair Overeem ,L/W
10172,Arman Tsarukyan  vs. Islam Makhachev ,L/W
10173,Marcelo Golm  vs. Sergei Pavlovich ,L/W
10174,Antonina Shevchenko  vs. Roxanne Modafferi ,L/W
10175,Alen Amedovski  vs. Krzysztof Jotko ,L/W
10176,SeungWoo Choi  vs. Movsar Evloev ,L/W
10177,Keita Nakamura  vs. Sultan Aliev ,L/W
10178,Alex Da Silva  vs. Alexander Yakovlev ,L/W
10179,Shamil Abdurakhimov  vs. Marcin Tybura ,W/L
10180,Michal Oleksiejczuk  vs. Gadzhimurad Antigulov ,W/L
10181,Rafael Fiziev  vs. Magomed Mustafaev ,L/W
10182,Dustin Poirier  vs. Max Holloway ,W/L
10183,Israel Adesanya  vs. Kelvin Gastelum ,W/L
10184,Khalil Rountree Jr.  vs. Eryk Anders ,W/L
10185,Dwight Grant  vs. Alan Jouban ,W/L
10186,Nikita Krylov  vs. Ovince Saint Preux ,W/L
10187,Matt Frevola  vs. Jalin Turner ,W/L
10188,Alexandre Pantoja  vs. Wilson Reis ,W/L
10189,Zelim Imadaev  vs. Max Griffin ,L/W
10190,Khalid Taha  vs. Boston Salmon ,W/L
10191,Belal Muhammad  vs. Curtis Millender ,W/L
10192,Andre Soukhamthath  vs. Montel Jackson ,L/W
10193,Poliana Botelho  vs. Lauren Mueller ,W/L
10194,Randy Costa  vs. Brandon Davis ,L/W
10195,Justin Gaethje  vs. Edson Barboza ,W/L
10196,Jack Hermansson  vs. David Branch ,W/L
10197,Michael Johnson  vs. Josh Emmett ,L/W
10198,Michelle Waterson  vs. Karolina Kowalkiewicz ,W/L
10199,Paul Craig  vs. Kennedy Nzechukwu ,W/L
10200,Sheymon Moraes  vs. Sodiq Yusuff ,L/W
10201,Jessica Aguilar  vs. Marina Rodriguez ,L/W
10202,Desmond Green  vs. Ross Pearson ,W/L
