Fight,OUTCOME
Mike de la Torre  vs. Brian Ortega ,NC/NC
Akbarh Arreola  vs. Tiago dos Santos e Silva ,L/W
Andreas Stahl  vs. Gilbert Burns ,L/W
Juliana Lima  vs. Joanna Jedrzejczyk ,L/W
Steven Siler  vs. Noad Lahat ,L/W
Conor McGregor  vs. Diego Brandao ,W/L
Gunnar Nelson  vs. Zak Cummings ,W/L
Brad Pickett  vs. Ian McCall ,L/W
Norman Parke  vs. Naoyuki Kotani ,W/L
Ilir Latifi  vs. Chris Dempsey ,W/L
Neil Seery  vs. Phil Harris ,W/L
Cathal Pendred  vs. Mike King ,W/L
Tor Troeng  vs. Trevor Smith ,L/W
Cody Donovan  vs. Nikita Krylov ,L/W
Paddy Holohan  vs. Josh Sampo ,W/L
Donald Cerrone  vs. Jim Miller ,W/L
Edson Barboza  vs. Evan Dunham ,W/L
Rick Story  vs. Leonardo Mafra ,W/L
Justin Salas  vs. Joe Proctor ,L/W
John Lineker  vs. Alptekin Ozkilic ,W/L
Lucas Martins  vs. Alex White ,W/L
Gleison Tibau  vs. Pat Healy ,W/L
Jessamyn Duke  vs. Leslie Smith ,L/W
Hugo Viana  vs. Aljamain Sterling ,L/W
Yosdenis Cedeno  vs. Jerrod Sanders ,W/L
Claudia Gadelha  vs. Tina Lahdemaki ,W/L
Frankie Edgar  vs. BJ Penn ,W/L
Corey Anderson  vs. Matt Van Buren ,W/L
Dhiego Lima  vs. Eddie Gordon ,L/W
Derrick Lewis  vs. Guto Inocente ,W/L
Justin Scoggins  vs. Dustin Ortiz ,L/W
Jesse Ronson  vs. Kevin Lee ,L/W
Jumabieke Tuerxun  vs. Leandro Issa ,L/W
Adriano Martins  vs. Juan Manuel Puig ,W/L
Patrick Walsh  vs. Daniel Spohn ,W/L
Sarah Moras  vs. Alexis Dufresne ,W/L
Robert Drysdale  vs. Keith Berish ,NC/NC
Chris Weidman  vs. Lyoto Machida ,W/L
Ronda Rousey  vs. Alexis Davis ,W/L
Uriah Hall  vs. Thiago Santos ,W/L
Marcus Brimage  vs. Russell Doane ,L/W
Urijah Faber  vs. Alex Caceres ,W/L
Kenny Robertson  vs. Ildemar Alcantara ,W/L
Chris Camozzi  vs. Bruno Santos ,L/W
George Roop  vs. Rob Font ,L/W
Luke Zachrich  vs. Guilherme Vasconcelos ,W/L
Kevin Casey  vs. Bubba Bush ,NC/NC
Cub Swanson  vs. Jeremy Stephens ,W/L
Kelvin Gastelum  vs. Nicholas Musoke ,W/L
Cezar Ferreira  vs. Andrew Craig ,W/L
Ricardo Lamas  vs. Hacran Dias ,W/L
Clint Hester  vs. Antonio Braga Neto ,W/L
Joe Ellenberger  vs. James Moontasri ,W/L
Colton Smith  vs. Diego Ferreira ,L/W
Johnny Bedford  vs. Cody Gibson ,L/W
Marcelo Guimaraes  vs. Andy Enz ,W/L
Ray Borg  vs. Shane Howell ,W/L
Aleksei Oleinik  vs. Anthony Hamilton ,W/L
James Te Huna  vs. Nate Marquardt ,L/W
Soa Palelei  vs. Jared Rosholt ,L/W
Hatsu Hioki  vs. Charles Oliveira ,L/W
Robert Whittaker  vs. Mike Rhodes ,W/L
Jake Matthews  vs. Dashon Johnson ,W/L
Richie Vaculik  vs. Roldan Sangcha'an ,W/L
Chris Indich  vs. Vik Grujic ,L/W
Neil Magny  vs. Rodrigo de Lima ,W/L
Dan Hooker  vs. Ian Entwistle ,W/L
Gian Villante  vs. Sean O'Connell ,W/L
Demetrious Johnson  vs. Ali Bagautinov ,W/L
Rory MacDonald  vs. Tyron Woodley ,W/L
Ryan Bader  vs. Rafael Cavalcante ,W/L
Andrei Arlovski  vs. Brendan Schaub ,W/L
Ovince Saint Preux  vs. Ryan Jimmo ,W/L
Daniel Sarafian  vs. Kiichi Kunimoto ,L/W
Valerie Letourneau  vs. Elizabeth Phillips ,W/L
Yves Jabouin  vs. Mike Easton ,W/L
Kajan Johnson  vs. Tae Hyun Bang ,L/W
Roland Delorme  vs. Michinori Tanaka ,L/W
Jason Saggo  vs. Josh Shockley ,W/L
Benson Henderson  vs. Rustam Khabilov ,W/L
Diego Sanchez  vs. Ross Pearson ,W/L
John Dodson  vs. John Moraga ,W/L
Rafael Dos Anjos  vs. Jason High ,W/L
Yves Edwards  vs. Piotr Hallmann ,L/W
Erik Perez  vs. Bryan Caraway ,L/W
Yaotzin Meza  vs. Sergio Pettis ,L/W
Bobby Voelker  vs. Lance Benoist ,L/W
Scott Jorgensen  vs. Danny Martinez ,W/L
Jon Tuck  vs. Jake Lindsey ,W/L
Patrick Cummins  vs. Roger Narvaez ,W/L
Stipe Miocic  vs. Fabio Maldonado ,W/L
Vitor Miranda  vs. Antonio Carlos Junior ,L/W
Marcio Alexandre Junior  vs. Warlley Alves ,L/W
Demian Maia  vs. Alexander Yakovlev ,W/L
Rony Jason  vs. Robert Peralta ,L/W
Rodrigo Damm  vs. Rashid Magomedov ,L/W
Elias Silverio  vs. Ernest Chavez ,W/L
Paulo Thiago  vs. Gasan Umalatov ,L/W
Edimilson Souza  vs. Mark Eddiva ,W/L
Ricardo Abreu  vs. Wagner Silva ,W/L
Marcos Rogerio de Lima  vs. Richardson Moreira ,W/L
Pedro Munhoz  vs. Matt Hobar ,W/L
Mark Munoz  vs. Gegard Mousasi ,L/W
Francis Carmont  vs. CB Dollaway ,L/W
Luke Barnatt  vs. Sean Strickland ,L/W
Tom Niinimaki  vs. Niklas Backstrom ,L/W
Nick Hein  vs. Drew Dober ,W/L
Magnus Cedenblad  vs. Krzysztof Jotko ,W/L
Vaughan Lee  vs. Iuri Alcantara ,L/W
Peter Sobotta  vs. Pawel Pawlak ,W/L
Andy Ogle  vs. Maximo Blanco ,L/W
Viktor Pesta  vs. Ruslan Magomedov ,L/W
Renan Barao  vs. TJ Dillashaw ,L/W
Daniel Cormier  vs. Dan Henderson ,W/L
Robbie Lawler  vs. Jake Ellenberger ,W/L
Takeya Mizugaki  vs. Francisco Rivera ,W/L
Jamie Varner  vs. James Krause ,L/W
Michael Chiesa  vs. Francisco Trinaldo ,W/L
Tony Ferguson  vs. Katsunori Kikuno ,W/L
Chris Holdsworth  vs. Chico Camus ,W/L
Al Iaquinta  vs. Mitch Clarke ,L/W
Anthony Njokuani  vs. Vinc Pichel ,L/W
Sam Sicilia  vs. Aaron Phillips ,W/L
David Michaud  vs. Li Jingliang ,L/W
Matt Brown  vs. Erick Silva ,W/L
Constantinos Philippou  vs. Lorenz Larkin ,W/L
Erik Koch  vs. Daron Cruickshank ,L/W
Neil Magny  vs. Tim Means ,W/L
Soa Palelei  vs. Ruan Potts ,W/L
Chris Cariaso  vs. Louis Smolka ,W/L
Ed Herman  vs. Rafael Natal ,W/L
Kyoji Horiguchi  vs. Darrell Montague ,W/L
Yan Cabral  vs. Zak Cummings ,L/W
Eddie Wineland  vs. Johnny Eduardo ,L/W
Manvel Gamburyan  vs. Nik Lentz ,L/W
Justin Salas  vs. Ben Wall ,W/L
Anthony Lapsley  vs. Albert Tumenov ,L/W
Jon Jones  vs. Glover Teixeira ,W/L
Phil Davis  vs. Anthony Johnson ,L/W
Luke Rockhold  vs. Tim Boetsch ,W/L
Jim Miller  vs. Yancy Medeiros ,W/L
Max Holloway  vs. Andre Fili ,W/L
Joseph Benavidez  vs. Tim Elliott ,W/L
Takanori Gomi  vs. Isaac Vallie-Flagg ,W/L
Jessamyn Duke  vs. Bethe Correia ,L/W
Danny Castillo  vs. Charlie Brenneman ,W/L
Chris Beal  vs. Patrick Williams ,W/L
Fabricio Werdum  vs. Travis Browne ,W/L
Miesha Tate  vs. Liz Carmouche ,W/L
Donald Cerrone  vs. Edson Barboza ,W/L
Brad Tavares  vs. Yoel Romero ,L/W
Rafael Dos Anjos  vs. Khabib Nurmagomedov ,L/W
Thiago Alves  vs. Seth Baczynski ,W/L
Jorge Masvidal  vs. Pat Healy ,W/L
Estevan Payan  vs. Alex White ,L/W
Caio Magalhaes  vs. Luke Zachrich ,W/L
Jordan Mein  vs. Hernani Perpetuo ,W/L
Dustin Ortiz  vs. Ray Borg ,W/L
Mirsad Bektic  vs. Chas Skelly ,W/L
Derrick Lewis  vs. Jack May ,W/L
Michael Bisping  vs. Tim Kennedy ,L/W
Patrick Cote  vs. Kyle Noke ,W/L
Sheldon Westcott  vs. Elias Theodorou ,L/W
Chad Laprise  vs. Olivier Aubin-Mercier ,W/L
Dustin Poirier  vs. Akira Corassani ,W/L
Sam Stout  vs. KJ Noons ,L/W
Sarah Kaufman  vs. Leslie Smith ,W/L
Ryan Jimmo  vs. Sean O'Connell ,W/L
George Roop  vs. Dustin Kimura ,W/L
Mark Bocek  vs. Mike de la Torre ,W/L
Nordine Taleb  vs. Vik Grujic ,W/L
Richard Walsh  vs. Chris Indich ,W/L
Mitch Gagnon  vs. Tim Gorman ,W/L
Antonio Rodrigo Nogueira  vs. Roy Nelson ,L/W
Clay Guida  vs. Tatsuya Kawajiri ,W/L
John Howard  vs. Ryan LaFlare ,L/W
Ramsey Nijem  vs. Beneil Dariush ,W/L
Jared Rosholt  vs. Daniel Omielanczuk ,W/L
Thales Leites  vs. Trevor Smith ,W/L
Alan Omer  vs. Jim Alers ,L/W
Rani Yahya  vs. Johnny Bedford ,NC/NC
Mauricio Rua  vs. Dan Henderson ,L/W
Cezar Ferreira  vs. CB Dollaway ,L/W
Leonardo Santos  vs. Norman Parke ,D/D
Fabio Maldonado  vs. Gian Villante ,W/L
Michel Prazeres  vs. Mairbek Taisumov ,W/L
Rony Jason  vs. Steven Siler ,W/L
Ronny Markes  vs. Thiago Santos ,L/W
Jussier Formiga  vs. Scott Jorgensen ,W/L
Thiago Perpetuo  vs. Kenny Robertson ,L/W
Francimar Barroso  vs. Hans Stringer ,L/W
Godofredo Pepey  vs. Noad Lahat ,W/L
Johny Hendricks  vs. Robbie Lawler ,W/L
Carlos Condit  vs. Tyron Woodley ,L/W
Diego Sanchez  vs. Myles Jury ,L/W
Jake Shields  vs. Hector Lombard ,L/W
Ovince Saint Preux  vs. Nikita Krylov ,W/L
Kelvin Gastelum  vs. Rick Story ,W/L
Raquel Pennington  vs. Jessica Andrade ,L/W
Dennis Bermudez  vs. Jimy Hettes ,W/L
Sean Spencer  vs. Alex Garcia ,L/W
Renee Forte  vs. Francisco Trevino ,L/W
Will Campuzano  vs. Justin Scoggins ,L/W
Robert McDaniel  vs. Sean Strickland ,L/W
Daniel Pineda  vs. Robert Whiteford ,L/W
Alexander Gustafsson  vs. Jimi Manuwa ,W/L
Michael Johnson  vs. Melvin Guillard ,W/L
Brad Pickett  vs. Neil Seery ,W/L
Gunnar Nelson  vs. Omari Akhmedov ,W/L
Cyrille Diabate  vs. Ilir Latifi ,L/W
Luke Barnatt  vs. Mats Nilsson ,W/L
Brad Scott  vs. Claudio Silva ,L/W
Igor Araujo  vs. Danny Mitchell ,W/L
Phil Harris  vs. Louis Gaudinot ,NC/NC
Dong Hyun Kim  vs. John Hathaway ,W/L
Sai Wang  vs. Zhang Lipeng ,L/W
Matt Mitrione  vs. Shawn Jordan ,W/L
Hatsu Hioki  vs. Ivan Menjivar ,W/L
Kazuki Tokudome  vs. Yui Chul Nam ,L/W
Nam Phan  vs. Vaughan Lee ,L/W
Albert Cheng  vs. Anying Wang ,L/W
Jumabieke Tuerxun  vs. Mark Eddiva ,L/W
Ronda Rousey  vs. Sara McMann ,W/L
Daniel Cormier  vs. Patrick Cummins ,W/L
Rory MacDonald  vs. Demian Maia ,W/L
Mike Pyle  vs. TJ Waldburger ,W/L
Robert Whittaker  vs. Stephen Thompson ,L/W
Alexis Davis  vs. Jessica Eye ,W/L
Raphael Assuncao  vs. Pedro Munhoz ,W/L
Cody Gibson  vs. Aljamain Sterling ,L/W
Zach Makovsky  vs. Josh Sampo ,W/L
Rafaello Oliveira  vs. Erik Koch ,L/W
Ernest Chavez  vs. Yosdenis Cedeno ,W/L
Lyoto Machida  vs. Gegard Mousasi ,W/L
Jacare Souza  vs. Francis Carmont ,W/L
Erick Silva  vs. Takenori Sato ,W/L
Viscardi Andrade  vs. Nicholas Musoke ,L/W
Charles Oliveira  vs. Andy Ogle ,W/L
Cristiano Marcello  vs. Joe Proctor ,L/W
Rodrigo Damm  vs. Ivan Jorge ,W/L
Francisco Trinaldo  vs. Jesse Ronson ,W/L
Iuri Alcantara  vs. Wilson Reis ,W/L
Felipe Arantes  vs. Maximo Blanco ,W/L
Ildemar Alcantara  vs. Albert Tumenov ,W/L
Douglas Silva de Andrade  vs. Zubaira Tukhugov ,L/W
Renan Barao  vs. Urijah Faber ,W/L
Jose Aldo  vs. Ricardo Lamas ,W/L
Frank Mir  vs. Alistair Overeem ,L/W
John Lineker  vs. Ali Bagautinov ,L/W
Jamie Varner  vs. Abel Trujillo ,L/W
John Makdessi  vs. Alan Patrick ,L/W
Chris Cariaso  vs. Danny Martinez ,W/L
Nick Catone  vs. Tom Watson ,W/L
Al Iaquinta  vs. Kevin Lee ,W/L
Clint Hester  vs. Andy Enz ,W/L
Anthony Rocco Martin  vs. Rashid Magomedov ,L/W
Neil Magny  vs. Gasan Umalatov ,W/L
Benson Henderson  vs. Josh Thomson ,W/L
Stipe Miocic  vs. Gabriel Gonzaga ,W/L
Donald Cerrone  vs. Adriano Martins ,W/L
Darren Elkins  vs. Jeremy Stephens ,L/W
Alex Caceres  vs. Sergio Pettis ,W/L
Eddie Wineland  vs. Yves Jabouin ,W/L
Chico Camus  vs. Yaotzin Meza ,NC/NC
Ramiro Hernandez  vs. Hugo Viana ,L/W
Daron Cruickshank  vs. Mike Rio ,W/L
George Sullivan  vs. Mike Rhodes ,W/L
Walt Harris  vs. Nikita Krylov ,L/W
Luke Rockhold  vs. Constantinos Philippou ,W/L
Lorenz Larkin  vs. Brad Tavares ,L/W
TJ Dillashaw  vs. Mike Easton ,W/L
Yoel Romero  vs. Derek Brunson ,W/L
John Moraga  vs. Dustin Ortiz ,W/L
Cole Miller  vs. Sam Sicilia ,W/L
Ramsey Nijem  vs. Justin Edwards ,W/L
Isaac Vallie-Flagg  vs. Elias Silverio ,L/W
Trevor Smith  vs. Brian Houston ,W/L
Alptekin Ozkilic  vs. Louis Smolka ,L/W
Vinc Pichel  vs. Garett Whiteley ,W/L
Charlie Brenneman  vs. Beneil Dariush ,L/W
Tarec Saffiedine  vs. Hyun Gyu Lim ,W/L
Tatsuya Kawajiri  vs. Sean Soriano ,W/L
Kiichi Kunimoto  vs. Luiz Dutra ,W/L
Kyung Ho Kang  vs. Shunichi Shimizu ,W/L
Max Holloway  vs. Will Chope ,W/L
Katsunori Kikuno  vs. Quinn Mulhern ,W/L
Royston Wee  vs. Dave Galera ,W/L
Mairbek Taisumov  vs. Tae Hyun Bang ,W/L
Dustin Kimura  vs. Jon Delos Reyes ,W/L
Leandro Issa  vs. Russell Doane ,L/W
Chris Weidman  vs. Anderson Silva ,W/L
Ronda Rousey  vs. Miesha Tate ,W/L
Josh Barnett  vs. Travis Browne ,L/W
Jim Miller  vs. Fabricio Camoes ,W/L
Dustin Poirier  vs. Diego Brandao ,W/L
Chris Leben  vs. Uriah Hall ,L/W
Gleison Tibau  vs. Michael Johnson ,L/W
Dennis Siver  vs. Manvel Gamburyan ,NC/NC
John Howard  vs. Siyar Bahadurzada ,W/L
William Macario  vs. Bobby Voelker ,W/L
Robert Peralta  vs. Estevan Payan ,W/L
Demetrious Johnson  vs. Joseph Benavidez ,W/L
Urijah Faber  vs. Michael McDonald ,W/L
Chad Mendes  vs. Nik Lentz ,W/L
Joe Lauzon  vs. Mac Danzig ,W/L
Court McGee  vs. Ryan LaFlare ,L/W
Danny Castillo  vs. Edson Barboza ,L/W
Bobby Green  vs. Pat Healy ,W/L
Scott Jorgensen  vs. Zach Makovsky ,L/W
Sam Stout  vs. Cody McKenzie ,W/L
Abel Trujillo  vs. Roger Bowling ,W/L
Darren Uyenoyama  vs. Alptekin Ozkilic ,L/W
Mark Hunt  vs. Antonio Silva ,D/D
Mauricio Rua  vs. James Te Huna ,W/L
Ryan Bader  vs. Anthony Perosh ,W/L
Pat Barry  vs. Soa Palelei ,L/W
Dylan Andrews  vs. Clint Hester ,L/W
Julie Kedzie  vs. Bethe Correia ,L/W
Takeya Mizugaki  vs. Nam Phan ,W/L
Nick Ring  vs. Caio Magalhaes ,L/W
Richie Vaculik  vs. Justin Scoggins ,L/W
Bruno Santos  vs. Krzysztof Jotko ,L/W
Ben Wall  vs. Alex Garcia ,L/W
Gray Maynard  vs. Nate Diaz ,L/W
Julianna Pena  vs. Jessica Rakoczy ,W/L
Chris Holdsworth  vs. Davey Grant ,W/L
Jessamyn Duke  vs. Peggy Morgan ,W/L
Roxanne Modafferi  vs. Raquel Pennington ,L/W
Akira Corassani  vs. Maximo Blanco ,W/L
Rani Yahya  vs. Tom Niinimaki ,L/W
Jared Rosholt  vs. Walt Harris ,W/L
Sean Spencer  vs. Drew Dober ,W/L
Josh Sampo  vs. Ryan Benoit ,W/L
Georges St-Pierre  vs. Johny Hendricks ,W/L
Rashad Evans  vs. Chael Sonnen ,W/L
Rory MacDonald  vs. Robbie Lawler ,L/W
Josh Koscheck  vs. Tyron Woodley ,L/W
Tim Elliott  vs. Ali Bagautinov ,L/W
Donald Cerrone  vs. Evan Dunham ,W/L
Ed Herman  vs. Thales Leites ,L/W
Brian Ebersole  vs. Rick Story ,L/W
Erik Perez  vs. Edwin Figueroa ,W/L
Jason High  vs. Anthony Lapsley ,W/L
Will Campuzano  vs. Sergio Pettis ,L/W
Cody Donovan  vs. Gian Villante ,L/W
Vitor Belfort  vs. Dan Henderson ,W/L
Cezar Ferreira  vs. Daniel Sarafian ,W/L
Rafael Cavalcante  vs. Igor Pokrajac ,W/L
Paulo Thiago  vs. Brandon Thatch ,L/W
Santiago Ponzinibbio  vs. Ryan LaFlare ,L/W
Rony Jason  vs. Jeremy Stephens ,L/W
Godofredo Pepey  vs. Sam Sicilia ,L/W
Thiago Perpetuo  vs. Omari Akhmedov ,L/W
Thiago Tavares  vs. Justin Salas ,W/L
Adriano Martins  vs. Daron Cruickshank ,W/L
Jose Maria  vs. Dustin Ortiz ,L/W
Tim Kennedy  vs. Rafael Natal ,W/L
Liz Carmouche  vs. Alexis Davis ,L/W
Ronny Markes  vs. Yoel Romero ,L/W
Jorge Masvidal  vs. Rustam Khabilov ,L/W
Colton Smith  vs. Michael Chiesa ,L/W
Bobby Green  vs. James Krause ,W/L
George Roop  vs. Francisco Rivera ,L/W
Dennis Bermudez  vs. Steven Siler ,W/L
Amanda Nunes  vs. Germaine de Randamie ,W/L
Chris Camozzi  vs. Lorenz Larkin ,L/W
Yves Edwards  vs. Yancy Medeiros ,NC/NC
Neil Magny  vs. Seth Baczynski ,L/W
Derek Brunson  vs. Brian Houston ,W/L
Lyoto Machida  vs. Mark Munoz ,W/L
Ross Pearson  vs. Melvin Guillard ,NC/NC
Jimi Manuwa  vs. Ryan Jimmo ,W/L
Norman Parke  vs. Jon Tuck ,W/L
Alessio Sakara  vs. Nicholas Musoke ,L/W
Phil Harris  vs. John Lineker ,L/W
Al Iaquinta  vs. Piotr Hallmann ,W/L
Luke Barnatt  vs. Andrew Craig ,W/L
Rosi Sexton  vs. Jessica Andrade ,L/W
Andy Ogle  vs. Cole Miller ,L/W
Jimy Hettes  vs. Robert Whiteford ,W/L
Brad Scott  vs. Michael Kuiper ,W/L
Cain Velasquez  vs. Junior Dos Santos ,W/L
Daniel Cormier  vs. Roy Nelson ,W/L
Gilbert Melendez  vs. Diego Sanchez ,W/L
Gabriel Gonzaga  vs. Shawn Jordan ,W/L
John Dodson  vs. Darrell Montague ,W/L
Tim Boetsch  vs. CB Dollaway ,W/L
Nate Marquardt  vs. Hector Lombard ,L/W
Sarah Kaufman  vs. Jessica Eye ,NC/NC
George Sotiropoulos  vs. KJ Noons ,L/W
TJ Waldburger  vs. Adlan Amagov ,L/W
Tony Ferguson  vs. Mike Rio ,W/L
Jeremy Larsen  vs. Andre Fili ,L/W
Dustin Pague  vs. Kyoji Horiguchi ,L/W
Demian Maia  vs. Jake Shields ,L/W
Erick Silva  vs. Dong Hyun Kim ,L/W
Thiago Silva  vs. Matt Hamill ,W/L
Fabio Maldonado  vs. Joey Beltran ,W/L
Rousimar Palhares  vs. Mike Pierce ,W/L
Raphael Assuncao  vs. TJ Dillashaw ,W/L
Ildemar Alcantara  vs. Igor Araujo ,L/W
Yan Cabral  vs. David Mitchell ,W/L
Iliarde Santos  vs. Chris Cariaso ,L/W
Alan Patrick  vs. Garett Whiteley ,W/L
Jon Jones  vs. Alexander Gustafsson ,W/L
Renan Barao  vs. Eddie Wineland ,W/L
Brendan Schaub  vs. Matt Mitrione ,W/L
Constantinos Philippou  vs. Francis Carmont ,L/W
Pat Healy  vs. Khabib Nurmagomedov ,L/W
Mike Ricci  vs. Myles Jury ,L/W
Ivan Menjivar  vs. Wilson Reis ,L/W
Chris Clements  vs. Stephen Thompson ,L/W
Mitch Gagnon  vs. Dustin Kimura ,W/L
John Makdessi  vs. Renee Forte ,W/L
Michel Prazeres  vs. Jesse Ronson ,W/L
Roland Delorme  vs. Alex Caceres ,L/W
Nandor Guelmino  vs. Daniel Omielanczuk ,L/W
Glover Teixeira  vs. Ryan Bader ,W/L
Yushin Okami  vs. Jacare Souza ,L/W
Joseph Benavidez  vs. Jussier Formiga ,W/L
Francisco Trinaldo  vs. Piotr Hallmann ,L/W
Rafael Natal  vs. Tor Troeng ,W/L
Marcos Vinicius  vs. Ali Bagautinov ,L/W
Felipe Arantes  vs. Edimilson Souza ,L/W
Lucas Martins  vs. Ramiro Hernandez ,W/L
Joao Zeferino  vs. Elias Silverio ,L/W
Keith Wisniewski  vs. Ivan Jorge ,L/W
Yuri Villefort  vs. Sean Spencer ,L/W
Benson Henderson  vs. Anthony Pettis ,L/W
Frank Mir  vs. Josh Barnett ,L/W
Chad Mendes  vs. Clay Guida ,W/L
Ben Rothwell  vs. Brandon Vera ,W/L
Erik Koch  vs. Dustin Poirier ,L/W
Jamie Varner  vs. Gleison Tibau ,L/W
Louis Gaudinot  vs. Tim Elliott ,L/W
Pascal Krauss  vs. Hyun Gyu Lim ,L/W
Chico Camus  vs. Kyung Ho Kang ,W/L
Soa Palelei  vs. Nikita Krylov ,W/L
Ryan Couture  vs. Al Iaquinta ,L/W
Jared Hamman  vs. Magnus Cedenblad ,L/W
Carlos Condit  vs. Martin Kampmann ,W/L
Donald Cerrone  vs. Rafael Dos Anjos ,L/W
Kelvin Gastelum  vs. Brian Melancon ,W/L
Court McGee  vs. Robert Whittaker ,W/L
Takeya Mizugaki  vs. Erik Perez ,W/L
Brad Tavares  vs. Robert McDaniel ,W/L
Dylan Andrews  vs. Papy Abedi ,W/L
Justin Edwards  vs. Brandon Thatch ,L/W
Darren Elkins  vs. Hatsu Hioki ,W/L
James Head  vs. Jason High ,L/W
Zak Cummings  vs. Ben Alloway ,W/L
Roger Bowling  vs. Abel Trujillo ,NC/NC
Mauricio Rua  vs. Chael Sonnen ,L/W
Alistair Overeem  vs. Travis Browne ,L/W
Urijah Faber  vs. Iuri Alcantara ,W/L
Matt Brown  vs. Mike Pyle ,W/L
Uriah Hall  vs. John Howard ,L/W
Joe Lauzon  vs. Michael Johnson ,L/W
Brad Pickett  vs. Michael McDonald ,L/W
Conor McGregor  vs. Max Holloway ,W/L
Mike Brown  vs. Steven Siler ,L/W
Diego Brandao  vs. Daniel Pineda ,W/L
Manvel Gamburyan  vs. Cole Miller ,W/L
Cody Donovan  vs. Ovince Saint Preux ,L/W
Ramsey Nijem  vs. James Vick ,L/W
Jose Aldo  vs. Chan Sung Jung ,W/L
Lyoto Machida  vs. Phil Davis ,L/W
Cezar Ferreira  vs. Thiago Santos ,W/L
Thales Leites  vs. Tom Watson ,W/L
John Lineker  vs. Jose Maria ,W/L
Vinny Magalhaes  vs. Anthony Perosh ,L/W
Amanda Nunes  vs. Sheila Gaff ,W/L
Sergio Moraes  vs. Neil Magny ,W/L
Ian McCall  vs. Iliarde Santos ,W/L
Rani Yahya  vs. Josh Clopton ,W/L
Ednaldo Oliveira  vs. Francimar Barroso ,L/W
Viscardi Andrade  vs. Bristol Marunde ,W/L
Demetrious Johnson  vs. John Moraga ,W/L
Rory MacDonald  vs. Jake Ellenberger ,W/L
Robbie Lawler  vs. Bobby Voelker ,W/L
Liz Carmouche  vs. Jessica Andrade ,W/L
Michael Chiesa  vs. Jorge Masvidal ,L/W
Danny Castillo  vs. Tim Means ,W/L
Mac Danzig  vs. Melvin Guillard ,L/W
Yves Edwards  vs. Daron Cruickshank ,L/W
Ed Herman  vs. Trevor Smith ,W/L
Julie Kedzie  vs. Germaine de Randamie ,L/W
Aaron Riley  vs. Justin Salas ,L/W
John Albert  vs. Yaotzin Meza ,L/W
Anderson Silva  vs. Chris Weidman ,L/W
Frankie Edgar  vs. Charles Oliveira ,W/L
Tim Kennedy  vs. Roger Gracie ,W/L
Mark Munoz  vs. Tim Boetsch ,W/L
Cub Swanson  vs. Dennis Siver ,W/L
Chris Leben  vs. Andrew Craig ,L/W
Norman Parke  vs. Kazuki Tokudome ,W/L
Gabriel Gonzaga  vs. Dave Herman ,W/L
Edson Barboza  vs. Rafaello Oliveira ,W/L
Seth Baczynski  vs. Brian Melancon ,L/W
Mike Pierce  vs. David Mitchell ,W/L
Rashad Evans  vs. Dan Henderson ,W/L
Roy Nelson  vs. Stipe Miocic ,L/W
Ryan Jimmo  vs. Igor Pokrajac ,W/L
Alexis Davis  vs. Rosi Sexton ,W/L
Pat Barry  vs. Shawn Jordan ,L/W
Jake Shields  vs. Tyron Woodley ,W/L
Sam Stout  vs. James Krause ,L/W
Sean Pierson  vs. Kenny Robertson ,W/L
Roland Delorme  vs. Edwin Figueroa ,W/L
Mitch Clarke  vs. John Maguire ,W/L
Yves Jabouin  vs. Dustin Pague ,W/L
Antonio Rodrigo Nogueira  vs. Fabricio Werdum ,L/W
William Macario  vs. Leonardo Santos ,L/W
Thiago Silva  vs. Rafael Cavalcante ,W/L
Erick Silva  vs. Jason High ,W/L
Daniel Sarafian  vs. Eddie Mendez ,W/L
Rony Jason  vs. Mike Wilkinson ,W/L
Raphael Assuncao  vs. Vaughan Lee ,W/L
Godofredo Pepey  vs. Felipe Arantes ,L/W
Ildemar Alcantara  vs. Leandro Silva ,W/L
Rodrigo Damm  vs. Mizuto Hirota ,W/L
Caio Magalhaes  vs. Karlos Vemola ,W/L
Antonio Braga Neto  vs. Anthony Smith ,W/L
Cain Velasquez  vs. Antonio Silva ,W/L
Junior Dos Santos  vs. Mark Hunt ,W/L
Glover Teixeira  vs. James Te Huna ,W/L
Gray Maynard  vs. TJ Grant ,L/W
Donald Cerrone  vs. KJ Noons ,W/L
Mike Pyle  vs. Rick Story ,W/L
Dennis Bermudez  vs. Max Holloway ,W/L
Colton Smith  vs. Robert Whittaker ,L/W
Khabib Nurmagomedov  vs. Abel Trujillo ,W/L
Stephen Thompson  vs. Nah-Shon Burrell ,W/L
Brian Bowles  vs. George Roop ,L/W
Jeremy Stephens  vs. Estevan Payan ,W/L
Vitor Belfort  vs. Luke Rockhold ,W/L
Jacare Souza  vs. Chris Camozzi ,W/L
Rafael Dos Anjos  vs. Evan Dunham ,W/L
Rafael Natal  vs. Joao Zeferino ,W/L
Hacran Dias  vs. Nik Lentz ,L/W
Francisco Trinaldo  vs. Mike Rio ,W/L
Gleison Tibau  vs. John Cholish ,W/L
Paulo Thiago  vs. Michel Prazeres ,W/L
Iuri Alcantara  vs. Iliarde Santos ,W/L
Fabio Maldonado  vs. Roger Hollett ,W/L
John Lineker  vs. Azamat Gashimov ,W/L
Jussier Formiga  vs. Chris Cariaso ,W/L
Lucas Martins  vs. Jeremy Larsen ,W/L
Jon Jones  vs. Chael Sonnen ,W/L
